	Top	Gene	logFC.vs.2	logFC.vs.3	logFC.vs.4	logFC.vs.5	logFC.vs.6	logFC.vs.7	FDR.vs.2	FDR.vs.3	FDR.vs.4	FDR.vs.5	FDR.vs.6	FDR.vs.7
7110	467	B3GAT3	1.17561182873956	0.0706601460268664	0.626972004351264	0.448552093618661	0.47271875071881	0.590811346709636	4.40178252651751e-18	0.677374527070161	9.77552780419842e-06	0.0290019547569442	0.00621908395915723	0.00245929440297553
1261	469	AL445524.1	0.326404089924602	0.40489444486763	1.4356605270472	1.51429799304331	1.5790290618997	1.38844130143454	0.0119066525170189	0.00151881458204037	4.7758726065457e-24	8.79929867678861e-15	5.8549808817137e-20	6.31317194631392e-13
11468	471	FERMT1	0.335516268397651	2.08534501620933	1.8991414580248	1.49763665021635	1.52298960750715	0.0208599015127085	0.0280271538558248	5.51198339461782e-40	6.14668923001542e-31	1.94665556502051e-11	1.03770280835701e-14	0.988861146365466
8646	474	LINC01234	1.29757821861454	1.52921147716218	1.48689375882282	1.37231927830932	1.52921147716218	1.52921147716218	8.18941977831224e-18	3.88130744762884e-24	8.61777562434838e-21	2.70495629991956e-09	8.0188951015311e-16	3.86914097711543e-12
5741	475	RBMX	0.842734218750818	1.52554524240308	1.22119340530521	0.774367691920814	0.579367436085987	0.447684942703304	8.26986952353548e-17	1.12526958889903e-39	1.33529375782726e-26	9.60790407544151e-08	9.17488374054582e-06	0.00262267402104177
7479	476	PHLDB1	1.28630247677151	0.356156049369423	0.779070994134043	0.763288815417113	0.876745949350987	0.953669812936188	8.57561384115667e-18	0.0151341324180929	1.3130792200884e-06	0.000725734785507507	7.18323485475859e-06	2.45654708695659e-05
11458	477	TMEM230	0.213542492539559	0.408644966991862	1.11288410176623	1.18101587501764	1.02885721747024	1.07755613250283	0.0337294202408793	2.91997483909259e-05	4.50934255498266e-25	1.81200242073013e-16	1.70474217691163e-15	2.15463250335437e-13
10640	478	TMEM97	0.880104925395782	1.84889364669577	1.71045114514127	1.39269640821926	1.7402349971233	1.29451422874874	2.88464239916609e-10	2.90887470686767e-32	6.73641524851515e-27	8.81174146988016e-11	1.23367602405249e-19	1.50465009598539e-09
7458	480	CADM1	0.657168400828196	2.0241846243103	1.98210148346595	1.58452874913933	1.486208312147	1.08928885519014	9.59174318511584e-06	1.48369523869399e-38	3.40047003245928e-34	4.34795873324557e-12	4.42084098674418e-14	1.24705751506677e-06
1543	485	MTIF2	0.356744897229621	0.804622381872791	1.44345729941199	1.05321411667812	1.40732202289816	1.13404974091805	0.00172385663849509	7.57678742655524e-12	1.90767990856962e-28	3.60791294647264e-10	2.34954761693315e-19	4.82105807156732e-11
11490	489	SNX5	0.374446295063976	0.661086494550254	1.15602314082142	0.895510107750959	1.33751021466267	1.10902077866892	0.000554788590459204	2.65353223055018e-09	1.26448760008289e-21	1.2590084654543e-08	3.87835558864989e-19	1.69640346730814e-11
4719	491	TCP1	0.511893175090968	1.22094331507577	1.09262920631469	0.600897306279782	1.11261626440927	1.03002012233424	1.7871099756867e-08	2.18078269567578e-33	2.02974037116097e-26	4.34410648976814e-06	4.57930591456666e-19	1.29103341318855e-13
4867	492	HOXA7	1.30648008392804	0.425654110525982	1.44338690889418	1.35366169567796	0.38683933835766	0.407103795662825	1.83076147570551e-17	0.00651026506955249	5.1584903588629e-18	6.74413647084209e-09	0.0683892195896636	0.110864654135401
5118	495	MCM7	0.58868140086219	0.994554636945006	1.71925588668166	1.16204063572669	1.22760694860435	0.460726200586022	1.69313123514811e-06	6.93795272295551e-15	1.75801459781859e-33	1.87959199497151e-10	2.38917085534593e-14	0.0108031775919751
5766	497	BGN	1.28968199849872	1.28987613400193	1.11580512080751	1.29814695429366	1.26665221783479	1.43475506091372	3.14211071659604e-17	1.46817869920642e-15	2.90468281933721e-11	3.42534271283405e-08	5.31400882704984e-10	6.19913873447579e-10
1398	498	PTRHD1	0.667676373258245	0.804426257805772	0.955647014316611	1.27410458556055	1.3409751225519	1.62343647807297	6.66294134350632e-09	2.71000573744884e-11	4.08082040222036e-14	1.04179498153155e-12	3.59133803800641e-17	4.93965303269661e-18
7906	498	LOXL4	1.17656997474292	0.694313586628079	0.979229603991784	1.04839492503006	1.20785891320476	1.12318341478101	3.51363875361707e-17	2.30886648063191e-05	2.00947535845857e-09	4.86451752136998e-06	3.74228076595403e-11	5.12108599530699e-07
